Linie,groupe,Median_10_100_l,Mean_10_100_l,Skewness_10_100_l,Kurtosis_10_100_l,Median_10_100_r,Mean_10_100_r,Skewness_10_100_r,Kurtosis_10_100_r,Median_30_300_l,Mean_30_300_l,Skewness_30_300_l,Kurtosis_30_300_l,Median_30_300_r,Mean_30_300_r,Skewness_30_300_r,Kurtosis_30_300_r,Median_300_1000_l,Mean_300_1000_l,Skewness_300_1000_l,Kurtosis_300_1000_l,Median_300_1000_r,Mean_300_1000_r,Skewness_300_1000_r,Kurtosis_300_1000_r,km_debut,km_fin,rayon,length,max_l,max_r,cause_max_r,cause_max_l,max,reserve_usure_l,reserve_usure_r,reserve_usure_min
Palezieux - Chatel-St-Denis,1,0.084259,0.0863296511632653,0.4103663817110859,0.12941467046383215,0.049340000999999994,0.05048070871428572,0.18447989351378907,-0.2908546667839129,0.11029900000000001,0.1097568459424861,0.011255493175583556,0.5928356404601693,0.070637,0.07147660298330241,0.0014341953688752575,0.36505720444699197,0.020501001,0.022876703142857144,1.526648969554551,1.848226316332127,0.023987001,0.02826773655844156,1.8390649760214757,2.9386780966469797,96421.06,96555.81,130.0,134.75,0.11029900000000001,0.070637,Median_30_300_r,Median_30_300_l,0.11029900000000001,-0.030299000000000006,0.009362999999999996,-0.030299000000000006
Palezieux - Chatel-St-Denis,4,0.055135,0.05438392163478261,0.37183157671063677,-0.49005113745623374,0.027496001,0.02826126967826087,0.6155199215416322,-0.0891842748981233,0.052771,0.055790513060869566,0.8085818507267215,0.42424096043014803,0.031538000000000004,0.031786791460869566,0.42325955580144714,-0.05782220615062661,0.025996,0.036162086921739126,1.550860032043036,1.4286385198238882,0.022823,0.02632915667826087,2.080430998584697,3.296697768998399,90240.384,90269.134,150.0,28.75,0.055135,0.031538000000000004,Median_30_300_r,Median_10_100_l,0.055135,0.024864999999999998,0.048462,0.024864999999999998
Palezieux - Chatel-St-Denis,5,0.0551075005,0.058633011956,0.8838618237706699,0.7641524766417724,0.032313999999999996,0.035915203996000004,1.206574353673971,1.2609378113209253,0.054049,0.05769611198,0.8356461098119347,0.21760908943084134,0.037782000499999996,0.039281720004,1.7829810937267765,5.539966765650645,0.0341005,0.036721951964,0.6790819009974502,0.2237580313267724,0.019804500000000003,0.023293960012,2.357650875173645,5.684606280396414,90371.941,90434.441,398.0,62.5,0.0551075005,0.037782000499999996,Median_30_300_r,Median_10_100_l,0.0551075005,0.024892499499999998,0.042217999500000006,0.024892499499999998
Palezieux - Chatel-St-Denis,6,0.049437,0.05255640821348315,0.8152293773723728,0.3711062014960591,0.026688,0.02756533341198502,1.0157403260061533,1.2716189688459272,0.052114999999999995,0.05306504122097378,0.6006943544038401,-0.03140230516173137,0.03454,0.03572241955430712,0.7046404795939502,0.39955434348405117,0.022366,0.0223229888164794,1.5591582505948167,3.8817617220800216,0.032388,0.03313997748314607,0.44620101536351126,-0.2915317579902714,90597.691,90664.441,325.0,66.75,0.052114999999999995,0.03454,Median_30_300_r,Median_30_300_l,0.052114999999999995,0.027885000000000007,0.04546,0.027885000000000007
Palezieux - Chatel-St-Denis,7,0.089554,0.09704677500882353,0.7595047329213933,0.3569120348779844,0.0553845,0.056616715542522,0.382441079655744,0.38153557228869506,0.144365,0.1498678891301775,0.4042975454783521,-0.09820067849655523,0.0982355,0.1034763549704142,0.3250690884879747,-0.17130216355612227,0.0307185,0.03250337310876133,0.7738584493536621,0.16574192067772575,0.0254075005,0.02717413443655589,2.880748999595821,10.517935059566042,90767.441,90937.941,100.0,170.5,0.144365,0.0982355,Median_30_300_r,Median_30_300_l,0.144365,-0.06436499999999999,-0.0182355,-0.06436499999999999
Palezieux - Chatel-St-Denis,8,0.0978430005,0.09946573704285713,0.2986862271779344,-0.3982521608836418,0.0536130005,0.05231545285571428,-0.08169527596818699,-0.641068904540695,0.145436,0.1461202826942857,0.15249420298988864,-0.7380142759368691,0.10602349999999999,0.10557215147285715,0.13857782998370466,-0.8493754880848363,0.0251550005,0.028931717138571428,1.129746668215234,0.7106192559072251,0.0294470005,0.03041612714142857,0.5785790117186081,-0.03432317260834861,90990.191,91165.191,150.0,175.0,0.145436,0.10602349999999999,Median_30_300_r,Median_30_300_l,0.145436,-0.06543600000000001,-0.02602349999999999,-0.06543600000000001
Palezieux - Chatel-St-Denis,9,0.044304,0.04801774569686411,0.907374539393633,0.24490518970754138,0.029075999999999998,0.03309974917421603,1.4592364038293983,2.6102645472783657,0.052961999999999995,0.05465691989198606,0.5290647182883068,-0.2030368599825887,0.037870999,0.03906193036585366,0.27509337112934396,-0.5533349995850765,0.028192,0.02850905233101045,0.713188177207468,0.18070521461442945,0.023001,0.024128745710801393,1.0846914681959872,1.239162290421529,91382.941,91454.691,378.0,71.75,0.052961999999999995,0.037870999,Median_30_300_r,Median_30_300_l,0.052961999999999995,0.027038000000000006,0.042129001,0.027038000000000006
Palezieux - Chatel-St-Denis,10,0.067878,0.07045230200784314,0.4044738817765452,-0.4869016573551974,0.022919000000000002,0.025262203925490195,1.776811451011019,5.2966262989779604,0.060114999,0.060846231364705884,0.3297062093510959,-0.519074195853384,0.029308001,0.030653372552941177,0.7150738107876032,0.6349328963604894,0.027665,0.02900375297647059,0.6389470963479614,-0.09192952911603358,0.025955999,0.024764360803921567,0.05191563626943217,-0.9823388815943876,91830.941,91894.691,410.0,63.75,0.067878,0.029308001,Median_30_300_r,Median_10_100_l,0.067878,0.012122000000000008,0.050691999,0.012122000000000008
Palezieux - Chatel-St-Denis,11,0.050047499999999995,0.053009961565934065,1.12051872672291,1.585996580369411,0.037138001000000004,0.039183417535714284,1.3476364816313755,2.8867055704504283,0.0582450005,0.06031339010164836,0.6772904528532141,0.2620285201586845,0.042572999,0.04268926090384616,0.18455604847586551,-0.516660451931608,0.0335935,0.03491282423076923,0.5990933711261467,0.02664176809786989,0.0211490005,0.025903412112637362,2.1925935349396903,4.952694873012502,92057.941,92148.941,290.0,91.0,0.0582450005,0.042572999,Median_30_300_r,Median_30_300_l,0.0582450005,0.021754999500000004,0.037427001,0.021754999500000004
Palezieux - Chatel-St-Denis,12,0.06559899999999999,0.06762555855518394,0.6229813785380851,0.19876197212386115,0.046144,0.047932762515050166,1.9772489361081713,8.184697381582604,0.10234499999999999,0.10441650503344481,0.6699338992537331,0.30193866950834547,0.076831001,0.07714051840133779,0.27059897062498245,-0.044498906702647556,0.027952,0.029251976595317725,1.5331501177734834,3.255704745175053,0.029829999,0.03458513378260869,1.1904497268611496,0.7722529892346186,92205.691,92280.441,169.0,74.75,0.10234499999999999,0.076831001,Median_30_300_r,Median_30_300_l,0.10234499999999999,-0.02234499999999999,0.0031689990000000057,-0.02234499999999999
Palezieux - Chatel-St-Denis,13,0.0326679995,0.03672379474253731,0.9022793495260687,0.5329223832539123,0.040677999500000006,0.04201985443656716,1.0910171928978083,1.900793677986969,0.0598884995,0.0616376343097015,0.42124087190907983,-0.054052948388329636,0.0523135,0.05271962310447761,0.24182570800568107,0.0035537050610985332,0.021968,0.024957783615671643,1.1668472133487673,0.9711492859552844,0.028186001,0.03082672766044776,0.7212264877099807,-0.18878575680096565,92355.691,92422.691,288.0,67.0,0.0598884995,0.0523135,Median_30_300_r,Median_30_300_l,0.0598884995,0.020111500500000004,0.027686500000000003,0.020111500500000004
Palezieux - Chatel-St-Denis,14,0.034908,0.03679032031601731,0.7296194438431578,0.006029395078356092,0.036008,0.037316857142857145,0.9141627309812497,1.1657222150276132,0.06099,0.06537219475757576,0.5188563738680796,-0.2868849545941412,0.052192999999999996,0.054148835497835494,0.43119430270052167,-0.09458763633363798,0.029918,0.028801077883116883,-0.2527404157518246,-0.5714360214029952,0.02689,0.028207515138528136,1.019441232029464,1.2455300511356109,92521.441,92579.191,192.0,57.75,0.06099,0.052192999999999996,Median_30_300_r,Median_30_300_l,0.06099,0.01901,0.027807000000000005,0.01901
Palezieux - Chatel-St-Denis,15,0.037143499999999996,0.038545517986,0.6868784025827236,0.5526357456189102,0.031327999999999995,0.032926038016,0.7440026479108462,0.5242019617022202,0.0604065005,0.063014118006,0.6765176760265271,0.8102600731171798,0.051009,0.053037547973999996,0.8389871194097055,0.8596171746912509,0.0296369995,0.02987371199,-0.3176980852846147,0.16044866876707298,0.0242995005,0.02561176398,1.6220533334140421,4.754546290332953,92633.441,92758.441,146.0,125.0,0.0604065005,0.051009,Median_30_300_r,Median_30_300_l,0.0604065005,0.0195934995,0.028991000000000003,0.0195934995
Palezieux - Chatel-St-Denis,16,0.06647499949999999,0.06862453118749999,0.631860649413889,0.697009264892043,0.036854,0.038307203844660194,2.068915868093085,9.38085931716726,0.082034,0.08533362337662337,0.7306534829514526,1.4240704603032137,0.0541435005,0.05659177012162162,0.6220738706290122,0.42841929978819815,0.043852,0.042576763131578946,-0.2536324025743065,-0.5426844841424869,0.035316,0.03534359521428571,0.35086423508560277,-0.833987029102941,92893.691,92920.941,96.0,27.25,0.082034,0.0541435005,Median_30_300_r,Median_30_300_l,0.082034,-0.002033999999999994,0.025856499500000005,-0.002033999999999994
Palezieux - Chatel-St-Denis,17,0.0631565,0.06745600009302326,0.5919958698169961,-0.05945425335000465,0.0275185005,0.02949615110465116,0.46606040808280663,-0.8647618214992892,0.0713320005,0.07341901168604652,1.0980329526358321,1.6499913292287465,0.047725501,0.048596139465116275,1.1484138764116751,1.8395088387491931,0.031623,0.0404628374625,1.7224359700510552,1.7721467391618946,0.031849,0.039719737525,1.9189411679597586,2.353559763217259,92920.941,92942.441,204.0,21.5,0.0713320005,0.047725501,Median_30_300_r,Median_30_300_l,0.0713320005,0.008667999499999995,0.032274499000000005,0.008667999499999995
Palezieux - Chatel-St-Denis,18,0.066936,0.07067408203381643,1.0471247920915918,2.307341604508128,0.035157999999999995,0.037251062748792266,1.0558989029431325,2.124310142409465,0.098324,0.10290298542512077,0.8396566094541089,1.04322950097548,0.070839,0.07382333811594204,0.3899525332358915,-0.6198985713404781,0.027783999,0.03523786468599034,1.8429301437363257,2.7977515169162226,0.029771,0.032036734285024154,0.7299467384551345,-0.1259466973303005,92942.441,92994.191,90.0,51.75,0.098324,0.070839,Median_30_300_r,Median_30_300_l,0.098324,-0.018323999999999993,0.009161000000000002,-0.018323999999999993
Palezieux - Chatel-St-Denis,19,0.08224849949999999,0.08366566129677419,0.3746151517521092,0.23967054583477854,0.0283505,0.02946623542580645,0.430605146544625,-0.8333905709842737,0.070848,0.07264931289677419,0.4210198396640721,-0.07082709803884013,0.0342914995,0.03404969350967742,0.4487528460559975,-0.46662400871698084,0.027158501,0.02891107091935484,1.07160032952778,0.8530392703044085,0.033947,0.03931841932580645,1.2085229578461865,0.5953422301332929,92994.191,93071.691,250.0,77.5,0.08224849949999999,0.0342914995,Median_30_300_r,Median_10_100_l,0.08224849949999999,-0.002248499499999987,0.0457085005,-0.002248499499999987
Palezieux - Chatel-St-Denis,20,0.038095499500000005,0.04136506456451613,1.4234761468050101,2.7197768351442964,0.024267499999999997,0.02655858470967742,1.3184017295843384,1.8730239694648994,0.056015499999999996,0.05716431054032258,0.4881669379269008,-0.08010850020924609,0.039149500500000003,0.04117178633870968,0.8231415506906284,0.10772497808853432,0.030696,0.036718701624999996,1.3708437408615641,0.8373861706047006,0.0226184995,0.030002225733870968,1.7373840187717742,1.6386180532089085,93134.441,93196.441,230.0,62.0,0.056015499999999996,0.039149500500000003,Median_30_300_r,Median_30_300_l,0.056015499999999996,0.023984500000000006,0.0408504995,0.023984500000000006
Palezieux - Chatel-St-Denis,21,0.0430385,0.04692963700342465,1.2416936415532631,1.9316957843418612,0.0278025,0.03028770032534247,1.174218642949107,1.1310823695990013,0.0734779995,0.07721430651027397,0.7364672455097612,0.4439994758579737,0.0563395,0.05855339554623288,0.7580658346487544,0.5324348604328666,0.042479,0.043019118152397263,0.9446763665106073,1.3362628831054462,0.0292505,0.035095409234589044,1.1823120009944625,0.397086714191655,93196.441,93342.441,217.0,146.0,0.0734779995,0.0563395,Median_30_300_r,Median_30_300_l,0.0734779995,0.0065220005,0.0236605,0.0065220005
Palezieux - Chatel-St-Denis,22,0.047890999000000004,0.050427455105263155,0.6126928959340764,0.0011995757771550153,0.0262445,0.026663221346749227,0.6165217703789099,0.41710276104803246,0.07951,0.0804785789489164,0.1863449192843159,-0.2714317572723295,0.063365,0.06340475851857584,0.18217581912414685,0.11339205040105549,0.0270229995,0.034853756982972134,2.057135186973023,3.642411089111776,0.039765999999999996,0.04194871981888545,1.926243966359255,4.781039933741189,93387.191,93548.691,197.0,161.5,0.07951,0.063365,Median_30_300_r,Median_30_300_l,0.07951,0.0004900000000000043,0.016634999999999997,0.0004900000000000043
Palezieux - Chatel-St-Denis,23,0.0423614995,0.04476690003333334,0.7760526959777981,0.2594689369616754,0.025474000499999996,0.02634192772222222,1.2768746256605268,2.6906422246955755,0.050314,0.05444195003888889,2.169376644574627,7.1026176342671015,0.036603000999999996,0.03785142776111111,1.3744123415549803,4.259877764012257,0.0223065,0.03313811671111111,1.7382888641220329,1.6158852679858606,0.030394499,0.04273573888888889,1.1689571685292557,0.07438023339495548,93912.191,93957.191,395.0,45.0,0.050314,0.036603000999999996,Median_30_300_r,Median_30_300_l,0.050314,0.029686000000000004,0.043396999000000006,0.029686000000000004
Palezieux - Chatel-St-Denis,24,0.044236,0.04701466804948454,0.9021538968899585,0.8363410533053717,0.027830999000000002,0.03027607835257732,1.426685365972093,2.635530607239403,0.080148,0.08446154432371134,1.3291833400043431,2.3880387537768817,0.062,0.06577025773814434,1.1806104508449882,1.7884977884157784,0.027247,0.031004727824742267,2.0412068190589334,4.419686309188159,0.034854,0.03785246599175258,1.6099914482182793,2.905551474966953,94055.691,94176.941,105.0,121.25,0.080148,0.062,Median_30_300_r,Median_30_300_l,0.080148,-0.00014799999999999536,0.018000000000000002,-0.00014799999999999536
Palezieux - Chatel-St-Denis,25,0.037020999,0.038798714919540234,0.8425054731224795,0.7577534006421289,0.022871000000000002,0.023972317232183907,2.049712529352782,7.861484506369779,0.060081000999999995,0.06228085282528735,0.780947244824593,1.0228358027072577,0.047826998999999995,0.0507379494229885,1.2631156189880848,2.2272020397402574,0.027704,0.03580157699310345,1.2620010108309523,0.6821766113839516,0.036187,0.04051520689425287,1.0561014194545606,0.43529526644474936,94231.941,94340.691,230.0,108.75,0.060081000999999995,0.047826998999999995,Median_30_300_r,Median_30_300_l,0.060081000999999995,0.019918999000000007,0.03217300100000001,0.019918999000000007
Palezieux - Chatel-St-Denis,26,0.0367469995,0.0398512573492647,0.8820551192036716,0.3720119716718582,0.0185955,0.020136312514705882,1.0829249950576663,1.1494938613674304,0.061550999999999995,0.06569422056617646,0.9260111819128394,0.9787336986810642,0.049042999999999996,0.05040282347794117,0.6806700537444607,0.8882521006652655,0.029350999500000002,0.03619419118382353,1.072981980009653,0.022032032994911077,0.028878999500000002,0.03705656617647059,1.3925296078724154,0.8959873616622542,94412.691,94480.691,190.0,68.0,0.061550999999999995,0.049042999999999996,Median_30_300_r,Median_30_300_l,0.061550999999999995,0.018449000000000007,0.030957000000000005,0.018449000000000007
Palezieux - Chatel-St-Denis,27,0.032315000999999996,0.03461185307346939,0.9713929376559329,1.3402538218389548,0.021401000000000003,0.023047963236734696,1.5760848027314758,3.4640095533942556,0.084882,0.09312955922857143,1.3066220783582663,1.7645392785052536,0.066908,0.07253939998367347,1.3135839801360711,2.2582755156859484,0.031277999,0.03447118365306122,1.5201879735793695,2.367901752849134,0.034924,0.0385148816244898,1.7052685498874376,3.806960403969522,94523.691,94584.941,143.0,61.25,0.084882,0.066908,Median_30_300_r,Median_30_300_l,0.084882,-0.0048819999999999975,0.013092000000000006,-0.0048819999999999975
Palezieux - Chatel-St-Denis,28,0.024502000000000003,0.027958040296703297,1.3330152428692343,1.237557229250406,0.02547,0.02864103661904762,1.135284177029618,1.0571151207181124,0.046082001,0.050254406608058605,1.0870064877015408,1.1790950439713468,0.044305,0.0447186116996337,0.32898768389594235,-0.3162592411295413,0.025311001,0.029960417633699634,1.0621330652309833,0.11835609239365485,0.029731,0.0322571539010989,0.9717541898772741,0.7718454801893864,94632.941,94701.191,163.0,68.25,0.046082001,0.044305,Median_30_300_r,Median_30_300_l,0.046082001,0.033917999000000004,0.035695000000000005,0.033917999000000004
Palezieux - Chatel-St-Denis,29,0.055571000499999995,0.05676050639873418,0.4980534133424561,-0.3771392411982655,0.027041001000000002,0.032373172031847135,5.558725163481266,41.634325614895374,0.07538099949999999,0.07650608859493671,0.7131730056846941,0.6756129956585042,0.0515255,0.05290596389130435,0.5442501024088865,-0.03357354871672236,0.0310469995,0.031406582341772155,0.42501654566041686,-0.21188461785069812,0.030222001,0.03546144868224299,0.8312521472451445,-0.5160094081180748,94834.941,94874.441,170.0,39.5,0.07538099949999999,0.0515255,Median_30_300_r,Median_30_300_l,0.07538099949999999,0.004619000500000012,0.0284745,0.004619000500000012
Palezieux - Chatel-St-Denis,30,0.078775,0.07973200524338625,0.2648716991983706,-0.17068565744043607,0.021908999000000002,0.02546701588888889,1.1168093215538417,0.3226457198465851,0.070228,0.0733590475925926,0.49452890337132543,-0.4084896655470249,0.033272999,0.03741169843386243,1.2411915738801762,0.7666921167992533,0.027927,0.036868809523809526,2.281418559735142,4.171575222577417,0.027563,0.0317448942010582,2.129131182638023,3.6244167758895802,94874.441,94921.691,250.0,47.25,0.078775,0.033272999,Median_30_300_r,Median_10_100_l,0.078775,0.0012250000000000039,0.046727001000000004,0.0012250000000000039
Palezieux - Chatel-St-Denis,31,0.054188,0.057928729030837005,0.9060215672498578,1.099516261695638,0.0310565005,0.033547264303964756,1.4340150099910827,2.7885055585076666,0.1065805,0.11485626426872247,0.6027593641488669,-0.016066672346505495,0.0776855,0.08599204857048459,1.1838468319569178,1.1497284489752877,0.032156500000000005,0.03559276872907489,1.4796984663997417,1.8928714420022512,0.03218,0.03579794048678414,2.3530450769113678,6.779376315494719,95031.691,95145.191,170.0,113.5,0.1065805,0.0776855,Median_30_300_r,Median_30_300_l,0.1065805,-0.026580499999999993,0.002314499999999997,-0.026580499999999993
Palezieux - Chatel-St-Denis,32,0.0291150005,0.032297374344919784,0.9593146791938838,0.3280095164609955,0.017099,0.019207983965240642,1.938108369595119,7.023686010062498,0.051595999999999996,0.05442160426203209,0.5197250038634457,-0.49089541177003637,0.042001,0.04433434228074866,0.9712458451506139,1.057099144587224,0.027029500499999998,0.03070642512566845,3.133313800968295,11.071227725377131,0.0283465005,0.03106520052406417,1.4412134145141182,1.8359427668900343,95231.441,95324.941,300.0,93.5,0.051595999999999996,0.042001,Median_30_300_r,Median_30_300_l,0.051595999999999996,0.028404000000000006,0.037999000000000005,0.028404000000000006
Palezieux - Chatel-St-Denis,33,0.034811999999999996,0.03731053114540059,0.90872861834454,0.49217794474870225,0.027053,0.0296015667537092,2.066686845134169,5.806676358524639,0.055095001000000005,0.05919926406231454,0.6441931930699942,-0.09711596776891307,0.047689,0.048458350115726995,0.3430365287072448,-0.3153114607522043,0.027163999,0.03233069438872404,1.7883233394951985,2.52933187861489,0.034841,0.041575718109792284,1.4826695674257535,1.97970568785275,95383.191,95467.441,257.0,84.25,0.055095001000000005,0.047689,Median_30_300_r,Median_30_300_l,0.055095001000000005,0.024904998999999997,0.032311,0.024904998999999997
Palezieux - Chatel-St-Denis,34,0.037703999,0.041266622308510637,1.0244969456189654,0.9110426617942231,0.0219955,0.02461240957712766,0.9271302766330268,0.2308267012539047,0.040830999,0.04391465688031915,1.0691023331465956,1.4037570864779747,0.0297520005,0.031425430875,0.9277605436644449,1.1667977239062042,0.0225555005,0.025095944125,1.166180185195924,1.1012068754644142,0.0250525,0.029067553194148936,2.062400732332285,3.5731478281258227,95534.191,95628.191,412.0,94.0,0.040830999,0.0297520005,Median_30_300_r,Median_30_300_l,0.040830999,0.039169001,0.0502479995,0.039169001
Palezieux - Chatel-St-Denis,35,0.053348999499999994,0.05456221951219512,0.5832000319857562,0.1388423344276859,0.026836000999999998,0.028255542869387754,0.6812092875529905,0.2054096677891346,0.0543549995,0.05692472761382114,0.7710709755409304,0.38010411196128624,0.0365014995,0.03721728337916667,0.7990395097094634,1.2854981050117553,0.0224994995,0.026411272341463413,0.9877848091387478,-0.23395816264463054,0.028611000999999997,0.03095576985840708,0.9882814481795451,2.0812422080577564,95674.691,95736.191,175.0,61.5,0.0543549995,0.0365014995,Median_30_300_r,Median_30_300_l,0.0543549995,0.0256450005,0.0434985005,0.0256450005
Palezieux - Chatel-St-Denis,36,0.036692501,0.04075637937669376,1.0777869091009697,0.8219920236233689,0.020479999999999998,0.023691008127371273,0.9430724785096976,0.24514461233399,0.041194999499999996,0.04536343221409214,1.0300760749501663,0.634479905709894,0.030093,0.0322341192696477,0.5881531731895818,-0.5518640062430138,0.024891000000000003,0.030983123299457994,2.0474623535803613,4.5921281824359825,0.023628999499999997,0.03265026420325203,1.8727566467660979,3.0722319453637157,95874.191,96058.691,383.0,184.5,0.041194999499999996,0.030093,Median_30_300_r,Median_30_300_l,0.041194999499999996,0.038805000500000006,0.049907,0.038805000500000006
Palezieux - Chatel-St-Denis,37,0.053181,0.05726803314900662,0.7249412219590933,-0.11807436943387328,0.0305355005,0.031558390725165565,1.1099527841705372,3.0573513783857127,0.105587,0.12584623847350992,0.7901414032082098,-0.26941529453207425,0.0839004995,0.10051599645695364,1.0026654589220338,0.2593192797683468,0.0239715,0.030102413874172184,1.6373949704971071,1.8559001689130232,0.0187760005,0.024529748314569538,2.5162455275674613,6.085304070898388,96222.941,96298.441,180.0,75.5,0.105587,0.0839004995,Median_30_300_r,Median_30_300_l,0.105587,-0.025587,-0.0039004995000000015,-0.025587
Palezieux - Chatel-St-Denis,38,0.044160999500000006,0.07884781208333334,2.7586596226366358,7.468236573367111,0.0147435,0.01713729998,1.8528497089696019,3.7288614187253453,0.0739685005,0.13139616974468085,2.078780038558916,3.2587405871519612,0.0390339995,0.04670489996,1.129036264051121,0.6081115550092364,0.088953,0.09488296567045454,0.6376260673782853,-0.5740389139096229,0.056218000000000004,0.05373406999,0.04784377639938736,-0.8284304650090291,96321.31,96346.31,350.0,25.0,0.088953,0.056218000000000004,Median_300_1000_r,Median_300_1000_l,0.088953,-0.008953000000000003,0.023781999999999998,-0.008953000000000003
Palezieux - Chatel-St-Denis,39,0.022421,0.02463365644557823,1.255754980306559,1.8382610317097177,0.0166185,0.01824634523469388,1.8424511227786418,5.178873106882895,0.058591500000000005,0.06199959351360544,1.3909226766621459,2.9729975814998824,0.052058499999999994,0.05497443197278911,1.4319278897631365,3.3218112763044543,0.0254420005,0.03006873639795918,1.6269551474837938,2.0702938166794187,0.023968,0.02611054931122449,1.2173481126282546,1.4817450074221679,96409.06,96556.06,135.0,147.0,0.058591500000000005,0.052058499999999994,Median_30_300_r,Median_30_300_l,0.058591500000000005,0.021408499999999997,0.027941500000000008,0.021408499999999997
