groupe,Linie,groupe,Median_10_100_l,Mean_10_100_l,Skewness_10_100_l,Kurtosis_10_100_l,Median_10_100_r,Mean_10_100_r,Skewness_10_100_r,Kurtosis_10_100_r,Median_30_300_l,Mean_30_300_l,Skewness_30_300_l,Kurtosis_30_300_l,Median_30_300_r,Mean_30_300_r,Skewness_30_300_r,Kurtosis_30_300_r,Median_300_1000_l,Mean_300_1000_l,Skewness_300_1000_l,Kurtosis_300_1000_l,Median_300_1000_r,Mean_300_1000_r,Skewness_300_1000_r,Kurtosis_300_1000_r,km_debut,km_fin,rayon,length,max_l,max_r,cause_max_r,cause_max_l,max,reserve_usure_l,reserve_usure_r,reserve_usure_min
38,Palezieux - Chatel-St-Denis,38,0.047890999000000004,0.050427455105263155,0.6126928959340764,0.0011995757771550153,0.0262445,0.026663221346749227,0.6165217703789099,0.41710276104803246,0.07951,0.0804785789489164,0.1863449192843159,-0.2714317572723295,0.063365,0.06340475851857584,0.18217581912414685,0.11339205040105549,0.0270229995,0.034853756982972134,2.057135186973023,3.642411089111776,0.039765999999999996,0.04194871981888545,1.926243966359255,4.781039933741189,93387.191,93548.691,197.0,161.5,0.07951,0.063365,Median_30_300_r,Median_30_300_l,0.07951,0.0004900000000000043,0.016634999999999997,0.0004900000000000043
39,Palezieux - Chatel-St-Denis,39,0.044882,0.04738669382653946,0.7445508759661961,0.33430178438733726,0.023089999,0.025704740679098004,1.7897317500745182,4.688144032386498,0.06563,0.06684786468343451,0.42398445758041065,-0.4109067679441032,0.046356999999999995,0.04901912054206418,0.36688700627401877,-0.7497935832126146,0.028299,0.03350452213790113,2.151160526964863,5.110455732798256,0.027305,0.030243331327840416,1.7518081923497786,4.92570048884914,93548.691,93912.191,0.0,363.5,0.06563,0.046356999999999995,Median_30_300_r,Median_30_300_l,0.06563,0.014370000000000008,0.033643000000000006,0.014370000000000008
40,Palezieux - Chatel-St-Denis,40,0.0423614995,0.04476690003333334,0.7760526959777981,0.2594689369616754,0.025474000499999996,0.02634192772222222,1.2768746256605268,2.6906422246955755,0.050314,0.05444195003888889,2.169376644574627,7.1026176342671015,0.036603000999999996,0.03785142776111111,1.3744123415549803,4.259877764012257,0.0223065,0.03313811671111111,1.7382888641220329,1.6158852679858606,0.030394499,0.04273573888888889,1.1689571685292557,0.07438023339495548,93912.191,93957.191,395.0,45.0,0.050314,0.036603000999999996,Median_30_300_r,Median_30_300_l,0.050314,0.029686000000000004,0.043396999000000006,0.029686000000000004
41,Palezieux - Chatel-St-Denis,41,0.0350255,0.03931189844162437,1.2643953533654453,1.7244072170716267,0.0301575005,0.033438332482233504,0.9171981478980187,0.3836470019894853,0.051700500499999996,0.06160867256598985,1.1812675123155696,0.6860039768066275,0.042182499,0.049498522868020305,1.1523730237470213,0.8359237792991911,0.031817,0.03538137816243655,1.4199512932076306,1.8338133632038263,0.033929,0.03770872841878172,0.9135683982074617,0.3071176533687896,93957.191,94055.691,0.0,98.5,0.051700500499999996,0.042182499,Median_30_300_r,Median_30_300_l,0.051700500499999996,0.028299499500000005,0.037817501,0.028299499500000005
42,Palezieux - Chatel-St-Denis,42,0.044236,0.04701466804948454,0.9021538968899585,0.8363410533053717,0.027830999000000002,0.03027607835257732,1.426685365972093,2.635530607239403,0.080148,0.08446154432371134,1.3291833400043431,2.3880387537768817,0.062,0.06577025773814434,1.1806104508449882,1.7884977884157784,0.027247,0.031004727824742267,2.0412068190589334,4.419686309188159,0.034854,0.03785246599175258,1.6099914482182793,2.905551474966953,94055.691,94176.941,105.0,121.25,0.080148,0.062,Median_30_300_r,Median_30_300_l,0.080148,-0.00014799999999999536,0.018000000000000002,-0.00014799999999999536
43,Palezieux - Chatel-St-Denis,43,0.0309510005,0.03267596820454546,1.0316352867745475,1.177727920925653,0.0230889995,0.0257739591,1.7108432770842705,3.3191488688726087,0.0463380005,0.04780741364090909,0.5135796001630186,0.09074987089475695,0.040040000500000006,0.04105603635454545,0.36720681048282433,-0.36961303807188495,0.027165500500000002,0.03252555003181818,1.3430722214760231,0.6128742860856629,0.033353,0.03412905455909091,0.7925298516485167,1.0027082269161527,94176.941,94231.941,0.0,55.0,0.0463380005,0.040040000500000006,Median_30_300_r,Median_30_300_l,0.0463380005,0.033661999500000005,0.039959999499999996,0.033661999500000005
44,Palezieux - Chatel-St-Denis,44,0.037020999,0.038798714919540234,0.8425054731224795,0.7577534006421289,0.022871000000000002,0.023972317232183907,2.049712529352782,7.861484506369779,0.060081000999999995,0.06228085282528735,0.780947244824593,1.0228358027072577,0.047826998999999995,0.0507379494229885,1.2631156189880848,2.2272020397402574,0.027704,0.03580157699310345,1.2620010108309523,0.6821766113839516,0.036187,0.04051520689425287,1.0561014194545606,0.43529526644474936,94231.941,94340.691,230.0,108.75,0.060081000999999995,0.047826998999999995,Median_30_300_r,Median_30_300_l,0.060081000999999995,0.019918999000000007,0.03217300100000001,0.019918999000000007
45,Palezieux - Chatel-St-Denis,45,0.027410499999999997,0.029349566024305558,0.949134252927003,0.8320887980567195,0.020169,0.021314420163194445,1.806226959835269,6.145735030189433,0.045719499999999996,0.04841420838888889,0.6673185808881372,0.0700299285364574,0.0398490005,0.04035140070212766,0.25375719657740287,-0.4890130546085687,0.032064999999999996,0.03846368058333333,0.9798782452652297,0.030281545997183024,0.0306295,0.034160335817164184,0.8543132109035961,-0.2754991891605769,94340.691,94412.691,0.0,72.0,0.045719499999999996,0.0398490005,Median_30_300_r,Median_30_300_l,0.045719499999999996,0.034280500000000005,0.0401509995,0.034280500000000005
46,Palezieux - Chatel-St-Denis,46,0.0367469995,0.0398512573492647,0.8820551192036716,0.3720119716718582,0.0185955,0.020136312514705882,1.0829249950576663,1.1494938613674304,0.061550999999999995,0.06569422056617646,0.9260111819128394,0.9787336986810642,0.049042999999999996,0.05040282347794117,0.6806700537444607,0.8882521006652655,0.029350999500000002,0.03619419118382353,1.072981980009653,0.022032032994911077,0.028878999500000002,0.03705656617647059,1.3925296078724154,0.8959873616622542,94412.691,94480.691,190.0,68.0,0.061550999999999995,0.049042999999999996,Median_30_300_r,Median_30_300_l,0.061550999999999995,0.018449000000000007,0.030957000000000005,0.018449000000000007
47,Palezieux - Chatel-St-Denis,47,0.0338175005,0.03500591863953489,0.8700369488736355,0.8003622228785985,0.021598,0.023494529127906973,1.5052945968731324,3.634245766048622,0.057149000500000005,0.0589916046627907,1.0415750385047549,1.6314713323691183,0.0408805005,0.04420024421511628,1.65594857003013,4.29111997928961,0.032538,0.03313448836046512,-0.011831252197771543,-0.4946300826867889,0.029651499999999997,0.03303783714534884,0.9067194438280413,0.0972053182710404,94480.691,94523.691,0.0,43.0,0.057149000500000005,0.0408805005,Median_30_300_r,Median_30_300_l,0.057149000500000005,0.022850999499999997,0.0391194995,0.022850999499999997
48,Palezieux - Chatel-St-Denis,48,0.032315000999999996,0.03461185307346939,0.9713929376559329,1.3402538218389548,0.021401000000000003,0.023047963236734696,1.5760848027314758,3.4640095533942556,0.084882,0.09312955922857143,1.3066220783582663,1.7645392785052536,0.066908,0.07253939998367347,1.3135839801360711,2.2582755156859484,0.031277999,0.03447118365306122,1.5201879735793695,2.367901752849134,0.034924,0.0385148816244898,1.7052685498874376,3.806960403969522,94523.691,94584.941,143.0,61.25,0.084882,0.066908,Median_30_300_r,Median_30_300_l,0.084882,-0.0048819999999999975,0.013092000000000006,-0.0048819999999999975
49,Palezieux - Chatel-St-Denis,49,0.024502000000000003,0.027958040296703297,1.3330152428692343,1.237557229250406,0.02547,0.02864103661904762,1.135284177029618,1.0571151207181124,0.046082001,0.050254406608058605,1.0870064877015408,1.1790950439713468,0.044305,0.0447186116996337,0.32898768389594235,-0.3162592411295413,0.025311001,0.029960417633699634,1.0621330652309833,0.11835609239365485,0.029731,0.0322571539010989,0.9717541898772741,0.7718454801893864,94632.941,94701.191,163.0,68.25,0.046082001,0.044305,Median_30_300_r,Median_30_300_l,0.046082001,0.033917999000000004,0.035695000000000005,0.033917999000000004
50,Palezieux - Chatel-St-Denis,50,0.046528001,0.050998502789868665,2.0399661646075162,7.138893408383597,0.025672,0.027577115887850466,1.2456994448800056,2.0444150376755683,0.048221,0.05123705860302457,1.0956896699536633,1.8489825034177239,0.032686,0.03429575511962617,1.2298371260368735,3.7154297870692368,0.028294001,0.03264946409708738,1.690225951062284,3.0978602603356826,0.030483,0.03583852336448598,1.3746563935828777,1.6914860788777508,94701.191,94834.941,0.0,133.75,0.048221,0.032686,Median_30_300_r,Median_30_300_l,0.048221,0.031779,0.047314,0.031779
51,Palezieux - Chatel-St-Denis,51,0.055571000499999995,0.05676050639873418,0.4980534133424561,-0.3771392411982655,0.027041001000000002,0.032373172031847135,5.558725163481266,41.634325614895374,0.07538099949999999,0.07650608859493671,0.7131730056846941,0.6756129956585042,0.0515255,0.05290596389130435,0.5442501024088865,-0.03357354871672236,0.0310469995,0.031406582341772155,0.42501654566041686,-0.21188461785069812,0.030222001,0.03546144868224299,0.8312521472451445,-0.5160094081180748,94834.941,94874.441,170.0,39.5,0.07538099949999999,0.0515255,Median_30_300_r,Median_30_300_l,0.07538099949999999,0.004619000500000012,0.0284745,0.004619000500000012
52,Palezieux - Chatel-St-Denis,52,0.078775,0.07973200524338625,0.2648716991983706,-0.17068565744043607,0.021908999000000002,0.02546701588888889,1.1168093215538417,0.3226457198465851,0.070228,0.0733590475925926,0.49452890337132543,-0.4084896655470249,0.033272999,0.03741169843386243,1.2411915738801762,0.7666921167992533,0.027927,0.036868809523809526,2.281418559735142,4.171575222577417,0.027563,0.0317448942010582,2.129131182638023,3.6244167758895802,94874.441,94921.691,250.0,47.25,0.078775,0.033272999,Median_30_300_r,Median_10_100_l,0.078775,0.0012250000000000039,0.046727001000000004,0.0012250000000000039
53,Palezieux - Chatel-St-Denis,53,0.0460454995,0.04828538635,1.0687015560643025,1.6941698448803404,0.023846,0.026695768179545453,1.5941207015216918,3.4066219364042487,0.0836435015,0.08609621819772727,0.9998464701922306,1.7204117058158683,0.06665650000000001,0.06784450907045454,0.5954286042992691,-0.19874943632406517,0.023964,0.030047747709090907,2.3750894754382834,6.313968700461363,0.0279090005,0.03272445911363636,2.513575408104002,7.021501758335331,94921.691,95031.691,0.0,110.0,0.0836435015,0.06665650000000001,Median_30_300_r,Median_30_300_l,0.0836435015,-0.003643501499999993,0.013343499999999994,-0.003643501499999993
54,Palezieux - Chatel-St-Denis,54,0.054188,0.057928729030837005,0.9060215672498578,1.099516261695638,0.0310565005,0.033547264303964756,1.4340150099910827,2.7885055585076666,0.1065805,0.11485626426872247,0.6027593641488669,-0.016066672346505495,0.0776855,0.08599204857048459,1.1838468319569178,1.1497284489752877,0.032156500000000005,0.03559276872907489,1.4796984663997417,1.8928714420022512,0.03218,0.03579794048678414,2.3530450769113678,6.779376315494719,95031.691,95145.191,170.0,113.5,0.1065805,0.0776855,Median_30_300_r,Median_30_300_l,0.1065805,-0.026580499999999993,0.002314499999999997,-0.026580499999999993
55,Palezieux - Chatel-St-Denis,55,0.032117001,0.03320034494492753,0.8027720876620954,0.7185719674307998,0.020189,0.021285646353623188,1.7270360328928323,5.937611236709952,0.047317998,0.04834717100289856,0.5027580917213291,0.08635028501893549,0.036825000999999996,0.03881648695362319,1.1710025641891113,1.8868916747556845,0.024522999,0.02943813333623188,2.123791419568475,5.883046123662204,0.028666999,0.03481157389275362,1.1519159849405283,0.24361400588849547,95145.191,95231.441,0.0,86.25,0.047317998,0.036825000999999996,Median_30_300_r,Median_30_300_l,0.047317998,0.032682002,0.043174999000000006,0.032682002
56,Palezieux - Chatel-St-Denis,56,0.0291150005,0.032297374344919784,0.9593146791938838,0.3280095164609955,0.017099,0.019207983965240642,1.938108369595119,7.023686010062498,0.051595999999999996,0.05442160426203209,0.5197250038634457,-0.49089541177003637,0.042001,0.04433434228074866,0.9712458451506139,1.057099144587224,0.027029500499999998,0.03070642512566845,3.133313800968295,11.071227725377131,0.0283465005,0.03106520052406417,1.4412134145141182,1.8359427668900343,95231.441,95324.941,300.0,93.5,0.051595999999999996,0.042001,Median_30_300_r,Median_30_300_l,0.051595999999999996,0.028404000000000006,0.037999000000000005,0.028404000000000006
57,Palezieux - Chatel-St-Denis,57,0.034436999999999995,0.03684669533476395,1.0369994360588821,1.4340241162246645,0.020879,0.023282922763948496,2.0909450138402215,5.516135666009154,0.05273799999999999,0.05470881555364807,0.7787928951622667,0.7171758283526604,0.038765999999999995,0.03943021032188841,0.6099851545984781,0.4330052251480794,0.032107,0.040703038609442056,2.083404408908323,4.017766678648078,0.033895,0.03854262658369099,1.1887204251676506,1.182462657633132,95324.941,95383.191,0.0,58.25,0.05273799999999999,0.038765999999999995,Median_30_300_r,Median_30_300_l,0.05273799999999999,0.02726200000000001,0.04123400000000001,0.02726200000000001
58,Palezieux - Chatel-St-Denis,58,0.034811999999999996,0.03731053114540059,0.90872861834454,0.49217794474870225,0.027053,0.0296015667537092,2.066686845134169,5.806676358524639,0.055095001000000005,0.05919926406231454,0.6441931930699942,-0.09711596776891307,0.047689,0.048458350115726995,0.3430365287072448,-0.3153114607522043,0.027163999,0.03233069438872404,1.7883233394951985,2.52933187861489,0.034841,0.041575718109792284,1.4826695674257535,1.97970568785275,95383.191,95467.441,257.0,84.25,0.055095001000000005,0.047689,Median_30_300_r,Median_30_300_l,0.055095001000000005,0.024904998999999997,0.032311,0.024904998999999997
59,Palezieux - Chatel-St-Denis,59,0.042901,0.04747450189513109,1.0414473865415843,0.8923502981511602,0.026530001,0.029735715397003745,9.964944530937172,132.23632262331952,0.045175999999999994,0.04805694390262172,0.8113362551037323,0.3103645446425398,0.033841000999999996,0.036159644205992506,2.0174514585297323,8.346825264913154,0.024789,0.02709109738576779,1.266495965895796,1.2600909263997773,0.030164,0.0335628015093633,2.037791344769758,4.310616797727374,95467.441,95534.191,0.0,66.75,0.045175999999999994,0.033841000999999996,Median_30_300_r,Median_30_300_l,0.045175999999999994,0.03482400000000001,0.046158999000000006,0.03482400000000001
60,Palezieux - Chatel-St-Denis,60,0.037703999,0.041266622308510637,1.0244969456189654,0.9110426617942231,0.0219955,0.02461240957712766,0.9271302766330268,0.2308267012539047,0.040830999,0.04391465688031915,1.0691023331465956,1.4037570864779747,0.0297520005,0.031425430875,0.9277605436644449,1.1667977239062042,0.0225555005,0.025095944125,1.166180185195924,1.1012068754644142,0.0250525,0.029067553194148936,2.062400732332285,3.5731478281258227,95534.191,95628.191,412.0,94.0,0.040830999,0.0297520005,Median_30_300_r,Median_30_300_l,0.040830999,0.039169001,0.0502479995,0.039169001
61,Palezieux - Chatel-St-Denis,61,0.031546000000000005,0.03569333870967742,1.2202586941317093,1.6311368456371058,0.020090999999999998,0.022562166650537636,1.0075778585699002,0.6175126254215839,0.0350395005,0.038566698887096774,1.2925441417323347,1.824753863874161,0.026185,0.029068672021505378,1.1378885405472616,1.2127353749527883,0.021198001,0.021354118322580645,0.3316383702879559,0.21393206531474895,0.0267365005,0.03126353229569892,1.2087490822827185,0.5242182847057943,95628.191,95674.691,0.0,46.5,0.0350395005,0.0267365005,Median_300_1000_r,Median_30_300_l,0.0350395005,0.0449604995,0.053263499500000006,0.0449604995
62,Palezieux - Chatel-St-Denis,62,0.053348999499999994,0.05456221951219512,0.5832000319857562,0.1388423344276859,0.026836000999999998,0.028255542869387754,0.6812092875529905,0.2054096677891346,0.0543549995,0.05692472761382114,0.7710709755409304,0.38010411196128624,0.0365014995,0.03721728337916667,0.7990395097094634,1.2854981050117553,0.0224994995,0.026411272341463413,0.9877848091387478,-0.23395816264463054,0.028611000999999997,0.03095576985840708,0.9882814481795451,2.0812422080577564,95674.691,95736.191,175.0,61.5,0.0543549995,0.0365014995,Median_30_300_r,Median_30_300_l,0.0543549995,0.0256450005,0.0434985005,0.0256450005
63,Palezieux - Chatel-St-Denis,63,0.0491590005,0.053091681164855076,0.7839645397087797,-0.04801382588126346,0.024062,0.02651996013768116,1.1809430531233553,1.265803213481255,0.04772,0.050328753588768115,0.7408721057279177,0.05683268111099338,0.0305284995,0.03220715575905797,0.7194298521812966,0.279380986757479,0.026193999500000002,0.02983205617572464,1.991305873056203,5.09328953732623,0.0245819995,0.02941077534601449,2.3458698790706984,6.2439067349487,95736.191,95874.191,0.0,138.0,0.0491590005,0.0305284995,Median_30_300_r,Median_10_100_l,0.0491590005,0.0308409995,0.0494715005,0.0308409995
64,Palezieux - Chatel-St-Denis,64,0.036692501,0.04075637937669376,1.0777869091009697,0.8219920236233689,0.020479999999999998,0.023691008127371273,0.9430724785096976,0.24514461233399,0.041194999499999996,0.04536343221409214,1.0300760749501663,0.634479905709894,0.030093,0.0322341192696477,0.5881531731895818,-0.5518640062430138,0.024891000000000003,0.030983123299457994,2.0474623535803613,4.5921281824359825,0.023628999499999997,0.03265026420325203,1.8727566467660979,3.0722319453637157,95874.191,96058.691,383.0,184.5,0.041194999499999996,0.030093,Median_30_300_r,Median_30_300_l,0.041194999499999996,0.038805000500000006,0.049907,0.038805000500000006
65,Palezieux - Chatel-St-Denis,65,0.033821999,0.03683269404870624,1.0748688574471263,0.9169338504779709,0.022054999999999998,0.024331983290715373,0.8973493270792791,0.24574285186258793,0.038579,0.043578414018264844,2.1814644320653964,6.259527467951829,0.030234999999999998,0.03390428311415525,2.6301952128286086,9.075000505954932,0.023829,0.028157849287671233,1.1967444264332208,0.5986368935871309,0.022653,0.02646863771385084,1.4603074444082353,1.2419390611172219,96058.691,96222.941,0.0,164.25,0.038579,0.030234999999999998,Median_30_300_r,Median_30_300_l,0.038579,0.041421,0.049765000000000004,0.041421
66,Palezieux - Chatel-St-Denis,66,0.053181,0.05726803314900662,0.7249412219590933,-0.11807436943387328,0.0305355005,0.031558390725165565,1.1099527841705372,3.0573513783857127,0.105587,0.12584623847350992,0.7901414032082098,-0.26941529453207425,0.0839004995,0.10051599645695364,1.0026654589220338,0.2593192797683468,0.0239715,0.030102413874172184,1.6373949704971071,1.8559001689130232,0.0187760005,0.024529748314569538,2.5162455275674613,6.085304070898388,96222.941,96298.441,180.0,75.5,0.105587,0.0839004995,Median_30_300_r,Median_30_300_l,0.105587,-0.025587,-0.0039004995000000015,-0.025587
67,Palezieux - Chatel-St-Denis,67,0.039652999,0.04169272542857143,0.926178952634555,1.5731814379997138,0.025109,0.02691273624175824,0.7685703742066798,-0.05833609446517629,0.040897999,0.042009077054945054,0.736251747950655,0.17624935429058164,0.031981000999999995,0.034193153923076924,0.5181177066994592,-0.7250400714744738,0.025622001,0.0276086812967033,1.5500983330542801,1.8980528959855105,0.021589,0.024374977606741573,1.6963152850011056,1.883472210064241,96298.441,96321.191,0.0,22.75,0.040897999,0.031981000999999995,Median_30_300_r,Median_30_300_l,0.040897999,0.039102001000000004,0.04801899900000001,0.039102001000000004
68,Palezieux - Chatel-St-Denis,68,0.044160999500000006,0.07884781208333334,2.7586596226366358,7.468236573367111,0.0147435,0.01713729998,1.8528497089696019,3.7288614187253453,0.0739685005,0.13139616974468085,2.078780038558916,3.2587405871519612,0.0390339995,0.04670489996,1.129036264051121,0.6081115550092364,0.088953,0.09488296567045454,0.6376260673782853,-0.5740389139096229,0.056218000000000004,0.05373406999,0.04784377639938736,-0.8284304650090291,96321.31,96346.31,350.0,25.0,0.088953,0.056218000000000004,Median_300_1000_r,Median_300_1000_l,0.088953,-0.008953000000000003,0.023781999999999998,-0.008953000000000003
69,Palezieux - Chatel-St-Denis,69,0.019929,0.02299201217408907,2.723490839541927,11.486349005770219,0.015078,0.017866035872509962,1.773824341840697,3.6704163653259396,0.032345,0.03923882855102041,2.5897242589674088,7.5593525644886785,0.028753001,0.03332287250996016,1.6617458885719913,2.6546333859317572,0.0271840005,0.03169825209243698,1.5099217614896843,1.6660900361726636,0.02771,0.030116824713147413,0.9509420718288178,0.438160974832261,96346.31,96409.06,0.0,62.75,0.032345,0.028753001,Median_30_300_r,Median_30_300_l,0.032345,0.047655,0.051246999,0.047655
70,Palezieux - Chatel-St-Denis,70,0.022421,0.02463365644557823,1.255754980306559,1.8382610317097177,0.0166185,0.01824634523469388,1.8424511227786418,5.178873106882895,0.058591500000000005,0.06199959351360544,1.3909226766621459,2.9729975814998824,0.052058499999999994,0.05497443197278911,1.4319278897631365,3.3218112763044543,0.0254420005,0.03006873639795918,1.6269551474837938,2.0702938166794187,0.023968,0.02611054931122449,1.2173481126282546,1.4817450074221679,96409.06,96556.06,135.0,147.0,0.058591500000000005,0.052058499999999994,Median_30_300_r,Median_30_300_l,0.058591500000000005,0.021408499999999997,0.027941500000000008,0.021408499999999997
71,Palezieux - Chatel-St-Denis,71,0.038578501,0.04281914951030928,1.2123056454141836,1.575039212680026,0.022116,0.02415689174742268,1.1442960016052388,0.8608253984381542,0.0439705,0.04789532996907217,1.2311520405856857,1.7055639673521137,0.0318130005,0.033249999963917524,0.7764411281232306,0.23137790028076788,0.0290670005,0.03156312372680412,0.421562943185485,-0.8336461786282405,0.031299501,0.0325738917886598,0.7194193837464805,-0.12054890042805955,96556.06,96604.56,0.0,48.5,0.0439705,0.0318130005,Median_30_300_r,Median_30_300_l,0.0439705,0.0360295,0.0481869995,0.0360295
